ISO3,Region.Name,Income.group,Developed.Developing,TimePeriod,GDP.nominal..USD.million.,Foreign.direct.investment..net.inflows....of.GDP.,Pop..million.,Total.function_per_capita,Economic.affairs_per_capita,Agriculture..forestry..fishing.and.hunting_per_capita,Fuel.and.energy_per_capita,Mining..manufacturing.and.construction_per_capita,Transport_per_capita,Communication_per_capita,Environment.protection_per_capita,Housing.and.community.amenities_per_capita,Health_per_capita,Education_per_capita,Social.protection_per_capita,Special.others_per_capita,X1.78,X1.79,X1.80,X1.82,X1.81,X1.83,X1.84,X1.85,X1.77,X1.61,X1.59,X1.60,X1.64,X1.63,X1.62,X1.58,X1.56,X1.57,X1.65,X1.67,X1.66,X1.68,X1.69,X1.70,X1.72,X1.71,X1.73,X1.75,X1.76,X1.74,X1.14,X1.16,X1.17,X1.18,X1.19,X1.20,X1.21,X1.22,X1.23,X1.24,X1.25,X1.26,X1.27,X1.28,X1.32,X1.33,X1.34,X1.29,X1.30,X1.31,X1.35,X1.36,X1.37,X1.38,X1.39,X1.40,X1.41,X1.42,X1.43,X1.44,X1.45,X1.46,X1.47,X1.48,X1.49,X1.50,X1.51,X1.52,X1.53,X1.54,X1.55,X1.15,X1.1,X1.2,X1.3,X1.6,X1.8,X1.10,X1.12,X1.4,X1.7,X1.9,X1.11,X1.13,X1.5
BGR,Europe,High income,Developed economies,2030,1.7726E+11,2.155366503,6458243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGR,Europe,High income,Developed economies,2031,1.85273E+11,2.127886386,6403153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGR,Europe,High income,Developed economies,2032,1.93286E+11,2.102683571,6348399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGR,Europe,High income,Developed economies,2033,2.01299E+11,2.079487271,6293470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGR,Europe,High income,Developed economies,2034,2.09313E+11,2.058067037,6238212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGR,Europe,High income,Developed economies,2035,2.17326E+11,2.038226408,6183114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGR,Europe,High income,Developed economies,2036,2.25339E+11,2.019796869,6127669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGR,Europe,High income,Developed economies,2037,2.33352E+11,2.002633051,6071890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGR,Europe,High income,Developed economies,2038,2.41365E+11,1.986608892,6016846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGR,Europe,High income,Developed economies,2039,2.49379E+11,1.971614531,5962193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGR,Europe,High income,Developed economies,2040,2.57392E+11,1.957553786,5907728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BHR,Asia and Oceania,High income,Developing economies,2000,9448000000,3.848050699,669581,3085.511686,116.4907606,13.44124161,8.960827742,8.960827742,80.64744967,NA,0,85.12786354,241.942349,395.7698919,146.3601864,2099.820634,10.8,9.6,12.2,3.3,7.6,4.3,NA,NA,97.7,75,144,69,12.8,12.2,12.5,10.8,10.5,10.3,170,89,81,98.69525909,NA,NA,NA,100,NA,NA,NA,86.0068512,97,NA,NA,NA,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6,20,23.6,NA,NA,NA,NA,62,3,20,39,59,24,NA,37,20,24
BHR,Asia and Oceania,High income,Developing economies,2001,9579000000,0.838492014,699956,3140.197384,122.8648658,15.71527353,10.00062861,10.00062861,85.71967381,NA,0,115.7215596,244.3010704,418.5977404,237.1577642,2001.554383,10.3,9.1,11.6,3.1,7.2,4.1,NA,NA,97.5,71,136,65,12.3,11.7,12,10.3,10.1,9.8,162,85,77,98.72940826,NA,NA,NA,100,NA,NA,NA,86.32880402,99,NA,NA,NA,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4,20.9,24.5,NA,NA,NA,NA,62,3,20,39,59,24,NA,37,20,24
BHR,Asia and Oceania,High income,Developing economies,2002,10001000000,2.1699958,752197,3665.263222,58.49531439,13.29438963,5.317755854,9.306072744,29.2476572,NA,0,146.238286,251.2639641,463.9741982,251.2639641,2494.027495,9.8,8.7,11.1,3,6.9,3.9,NA,NA,97.6,71,135,64,11.9,11.3,11.6,10,9.7,9.4,160,84,76,98.7635498,NA,NA,NA,100,NA,NA,NA,86.6499176,98,NA,NA,NA,43.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2,21.8,25.3,NA,NA,NA,NA,62,3,20,39,59,24,NA,37,20,24
BHR,Asia and Oceania,High income,Developing economies,2003,11546000000,4.475145245,811276,3459.98156,65.32918514,17.25676588,4.930504539,17.25676588,24.65252269,NA,0,343.9026916,263.7819928,533.7271163,151.6130146,2101.62756,9.5,8.4,10.7,2.9,6.8,3.9,NA,NA,97.8,75,143,68,11.6,11,11.3,9.6,9.4,9.2,168,88,80,98.79769135,NA,NA,NA,100,NA,NA,NA,86.95585632,97,NA,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9,22.5,26,NA,NA,NA,NA,62,3,20,39,59,24,NA,37,20,24
BHR,Asia and Oceania,High income,Developing economies,2004,13709000000,6.311971989,871442,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,9.1,8.1,10.3,2.9,6.7,3.8,NA,NA,97.7,79,152,73,11.2,10.7,11,9.4,9.1,8.9,178,93,85,98.83183289,NA,NA,NA,100,NA,NA,NA,87.26167297,98,NA,NA,NA,43.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,23,26.5,NA,NA,NA,NA,62,3,20,39,59,24,NA,37,20,24
BHR,Asia and Oceania,High income,Developing economies,2005,16647000000,6.299454616,932604,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,8.8,7.8,9.9,2.9,6.8,3.9,NA,NA,97.5,82,156,74,10.9,10.3,10.6,9.1,8.8,8.6,183,96,87,98.86597443,NA,NA,NA,100,NA,NA,NA,87.56737518,98,NA,NA,NA,42.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,23.5,27,NA,NA,NA,NA,62,3,20,39,59,24,NA,37,20,24
BHR,Asia and Oceania,High income,Developing economies,2006,19291000000,15.11012192,994618,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,8.4,7.5,9.5,2.9,6.8,3.9,NA,NA,97.5,80,153,73,10.5,10,10.3,8.7,8.5,8.2,181,95,86,98.90011597,NA,NA,NA,100,NA,NA,NA,87.87296295,98,NA,NA,NA,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,24.1,27.4,NA,NA,NA,NA,62,3,20,39,59,24,NA,37,20,24
BHR,Asia and Oceania,High income,Developing economies,2007,22653000000,4.026989979,1057405,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,8,7.1,9.1,2.9,6.8,3.8,NA,NA,97.4,77,146,69,10.1,9.6,9.8,8.4,8.1,7.9,175,92,83,98.92891693,NA,NA,NA,100,NA,NA,NA,88.17842865,97,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,24.7,28,NA,NA,NA,NA,62,3,20,39,59,24,NA,37,20,24
BHR,Asia and Oceania,High income,Developing economies,2008,26803000000,9.843293176,1120714,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,7.6,6.8,8.6,2.9,6.6,3.8,NA,NA,97.5,74,140,66,9.7,9.1,9.4,8,7.8,7.5,169,89,80,98.92700195,NA,NA,NA,100,NA,NA,NA,88.48377228,97,NA,NA,NA,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,25.5,28.6,NA,NA,NA,NA,62,3,20,39,59,24,NA,37,20,24
BHR,Asia and Oceania,High income,Developing economies,2009,23913000000,1.07548551,1183605,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,7.3,6.4,8.2,2.8,6.4,3.7,NA,NA,99.4,71,135,64,9.2,8.7,9,7.6,7.4,7.2,163,85,78,98.92507935,NA,NA,NA,100,NA,NA,NA,88.78900146,98,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2,26.2,29.3,NA,NA,NA,NA,62,3,20,39,59,24,NA,37,20,24
BHR,Asia and Oceania,High income,Developing economies,2010,26806000000,0.581403641,1213244,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,7,6.2,7.8,2.7,6.2,3.5,NA,NA,99.3,69,132,63,8.8,8.4,8.6,7.3,7.1,6.9,159,83,76,98.92316437,NA,NA,NA,100,NA,NA,NA,89.09411621,99,NA,NA,NA,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9,26.9,30,NA,NA,NA,NA,62,3,20,39,59,24,NA,37,20,24
BHR,Asia and Oceania,High income,Developing economies,2011,29915000000,0.326012368,1206728,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,6.7,5.9,7.5,2.6,6,3.4,NA,NA,99.6,67,128,61,8.5,8.1,8.3,7.1,6.8,6.6,154,80,74,98.92124176,NA,NA,NA,100,NA,NA,NA,89.39910126,99,NA,NA,NA,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6,27.5,30.6,NA,NA,NA,NA,71,4,21,46,67,28,NA,41,23,27
BHR,Asia and Oceania,High income,Developing economies,2012,31963000000,4.832715484,1216303,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,6.5,5.7,7.3,2.5,5.8,3.3,NA,NA,99.8,65,124,59,8.3,7.8,8.1,6.9,6.6,6.4,150,78,72,98.91932678,NA,NA,NA,100,NA,NA,NA,89.70397949,99,NA,NA,NA,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2,28,31.1,NA,NA,NA,NA,79,4,24,51,75,30,NA,47,24,29
BHR,Asia and Oceania,High income,Developing economies,2013,33823000000,11.02422434,1257203,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,6.2,5.5,7,2.5,5.8,3.3,NA,NA,99.8,66,125,59,8.1,7.7,7.9,6.7,6.5,6.3,150,78,72,98.91740417,NA,NA,NA,100,NA,NA,NA,90.00872803,99,NA,NA,NA,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,28.5,31.7,NA,NA,NA,NA,87,4,25,58,83,31,NA,47,26,30
BHR,Asia and Oceania,High income,Developing economies,2014,34773000000,4.36723038,1312848,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,6.1,5.4,6.8,2.6,6,3.4,NA,NA,99.8,67,128,61,7.9,7.6,7.8,6.6,6.4,6.2,154,80,74,98.9154892,NA,NA,NA,100,NA,NA,NA,90.31336975,99,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,29,32.3,NA,NA,NA,NA,99,4,26,69,95,33,NA,47,29,32
BHR,Asia and Oceania,High income,Developing economies,2015,32523000000,0.19953147,1369650,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,5.9,5.2,6.6,2.6,6.1,3.5,NA,NA,99.9,69,132,63,7.8,7.5,7.7,6.5,6.3,6.2,157,82,75,98.91356659,NA,NA,NA,100,NA,NA,NA,90.61788177,98,NA,NA,NA,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,29.5,32.8,NA,NA,NA,NA,115,4,30,81,111,35,NA,53,30,34
BHR,Asia and Oceania,High income,Developing economies,2016,33885000000,0.718167508,1429604,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,5.7,5,6.4,2.6,5.9,3.4,NA,NA,99.7,69,132,63,7.8,7.5,7.6,6.5,6.3,6.1,158,82,76,98.91165161,NA,NA,NA,100,NA,NA,NA,90.92043304,99,NA,NA,NA,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4,30,33.3,NA,NA,NA,NA,120,4,31,85,116,33,NA,53,28,32
BHR,Asia and Oceania,High income,Developing economies,2017,37205000000,3.832989733,1481995,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,5.5,4.8,6.1,2.5,5.8,3.3,NA,NA,99.9,69,132,63,7.8,7.5,7.7,6.5,6.3,6.2,159,83,76,98.909729,NA,NA,NA,100,NA,NA,NA,91.22270966,97,NA,NA,NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9,30.5,33.7,NA,NA,NA,NA,140,4,41,95,136,35,NA,69,28,35
BHR,Asia and Oceania,High income,Developing economies,2018,39568000000,4.180790841,1497626,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,5.2,4.6,5.9,2.4,5.6,3.2,NA,NA,99.6,69,132,63,7.9,7.6,7.7,6.5,6.4,6.2,159,83,76,98.90781403,NA,NA,NA,100,NA,NA,NA,91.52487183,99,NA,NA,NA,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,31.1,34.3,NA,NA,NA,NA,192,4,47,141,188,46,NA,77,40,46
BHR,Asia and Oceania,High income,Developing economies,2019,40447000000,3.711844611,1485670,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,5,4.4,5.6,2.3,5.2,3,NA,NA,99.6,68,130,62,8,7.7,7.8,6.6,6.5,6.3,158,82,76,98.90589142,NA,NA,NA,100,NA,NA,NA,91.82691193,99,NA,NA,NA,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1,31.7,34.9,NA,NA,NA,NA,259,4,58,197,255,59,NA,95,53,59
BHR,Asia and Oceania,High income,Developing economies,2020,35838000000,2.849999944,1483077,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,4.8,4.3,5.4,2.1,4.9,2.8,NA,NA,98.2,67,128,61,8.2,7.8,8,6.8,6.6,6.4,156,81,75,98.90397644,NA,NA,NA,100,NA,NA,NA,92.12883759,98,NA,NA,NA,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,32.4,35.7,NA,NA,NA,NA,293,4,64,225,289,64,NA,81,58,64
BHR,Asia and Oceania,High income,Developing economies,2021,40840000000,4.356453306,1501764,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,4.7,4.2,5.3,2,4.6,2.6,NA,NA,98.22490172,69,131,62,8.4,8,8.2,7,6.8,6.6,159,83,76,98.90397644,NA,NA,NA,100,NA,NA,NA,92.43064117,98,NA,NA,NA,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,33.2,36.5,NA,NA,NA,NA,276,6,45,225,270,55,NA,67,52,54
BHR,Asia and Oceania,High income,Developing economies,2022,46458000000,4.200201881,1533459,3359.948224,60.81873492,17.21284951,4.590093202,16.06532621,6.885139803,NA,0,102.1295737,269.6679756,517.5330085,239.8323698,2169.966561,4.7,4.1,5.3,1.9,4.5,2.5,NA,NA,98.22490172,73,139,66,8.6,8.2,8.4,7.2,7,6.8,167,87,80,98.90397644,NA,NA,NA,100,NA,NA,NA,92.73232269,97,NA,NA,NA,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7,33.8,37.2,NA,NA,NA,NA,280,1,44,235,279,49,NA,62,47,49
BHR,Asia and Oceania,High income,Developing economies,2023,46192000000,15.64296387,1569666,3375.866787,51.23327178,17.89883276,3.740194852,17.50480273,-7.776533,NA,0,87.37463289,275.450256,538.1060371,251.9713091,2171.73128,4.6,4.1,5.2,1.9,4.4,2.5,NA,NA,98.22490172,75,143,68,8.8,8.4,8.6,7.4,7.2,6.9,171,89,82,98.90397644,NA,NA,NA,100,NA,NA,NA,93.0338974,99,NA,NA,NA,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.40007041,34.40987754,37.88430509,NA,NA,NA,NA,335,2,52,281,333,53,NA,69,51,53
BHR,Asia and Oceania,High income,Developing economies,2024,47110000000,5.259871641,1607049,3377.515214,50.0000441,17.98912747,3.630060773,17.69264682,-9.696624372,NA,0,85.12160483,276.2124842,540.7554673,253.6094619,2171.816152,4.6,4.1,5.2,1.9,4.4,2.5,NA,NA,98.22490172,77.00060067,147.0013026,69.60058814,8.999899419,8.600000032,8.801467773,7.599893859,7.40451397,7.025134728,174.2008806,88.99979988,84.03924115,98.90397644,NA,NA,NA,100,NA,NA,NA,93.3526001,96,NA,NA,NA,38.46081299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.10011065,35.01584272,38.54543413,NA,NA,NA,NA,380,1,58,321,379,55,NA,73,53,55
BHR,Asia and Oceania,High income,Developing economies,2025,47391000000,3.764840838,1643332,3379.163642,48.76681642,18.07942219,3.519926693,17.88049092,-11.61671574,NA,0,82.86857676,276.9747124,543.4048975,255.2476146,2171.901024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
