ISO3,M49,Country_name,Region.Name,Developed.Developing,Income.group,TimePeriod,GDP.nominal..USD.million.,Pop..million.,CV_CC,CV_GE,CV_ODA_PC,CV_TAX_GDP,CV_TDS,CV_FDI,CV_TDS_GDP,CV_TDS_PC,CV_FDI_PC,Foreign.direct.investment..net.inflows....of.GDP.,GVT_TOTAL,GVT_ECON_AFFAIRS,GVT_AGRI_FORESTRY,GVT_ENERGY,GVT_INDUSTRY,GVT_TRANSPORT,GVT_COMMUNICATION,GVT_ENV_PROTECTION,GVT_HOUSING_AMEN,GVT_HEALTH,GVT_EDUCATION,GVT_SOCIAL_PROTECTION,GVT_OTHER,Total.function_per_capita,Economic.affairs_per_capita,Agriculture..forestry..fishing.and.hunting_per_capita,Fuel.and.energy_per_capita,Mining..manufacturing.and.construction_per_capita,Transport_per_capita,Communication_per_capita,Environment.protection_per_capita,Housing.and.community.amenities_per_capita,Health_per_capita,Education_per_capita,Social.protection_per_capita,Special.others_per_capita,X1.78,X1.79,X1.80,X1.82,X1.81,X1.83,X1.84,X1.85,X1.77,X1.61,X1.59,X1.60,X1.64,X1.63,X1.62,X1.58,X1.56,X1.57,X1.65,X1.67,X1.66,X1.68,X1.69,X1.70,X1.72,X1.71,X1.73,X1.75,X1.76,X1.74,X1.14,X1.16,X1.17,X1.18,X1.19,X1.20,X1.21,X1.22,X1.23,X1.24,X1.25,X1.26,X1.27,X1.28,X1.32,X1.33,X1.34,X1.29,X1.30,X1.31,X1.35,X1.36,X1.37,X1.38,X1.39,X1.40,X1.41,X1.42,X1.43,X1.44,X1.45,X1.46,X1.47,X1.48,X1.49,X1.50,X1.51,X1.52,X1.53,X1.54,X1.55,X1.15,X1.1,X1.2,X1.3,X1.6,X1.8,X1.10,X1.12,X1.4,X1.7,X1.9,X1.11,X1.13,X1.5
ESP,724,Spain,Europe,Developed economies,High income,2027,2.12962E+12,47802271,69.84260769,74.81662974,NA,15.61055645,NA,39027661902,NA,NA,816.4394931,1.832611541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP,724,Spain,Europe,Developed economies,High income,2028,2.2087E+12,47748566,69.37769779,74.28548442,NA,15.76499098,NA,39495726805,NA,NA,827.1604807,1.788188835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP,724,Spain,Europe,Developed economies,High income,2029,2.29269E+12,47685764,68.9127879,73.7543391,NA,15.91942552,NA,39951296163,NA,NA,837.80342,1.742551159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP,724,Spain,Europe,Developed economies,High income,2030,2.38002E+12,47610520,68.447878,73.22319377,NA,16.07386005,NA,40394703560,NA,NA,848.4407135,1.69724219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP,724,Spain,Europe,Developed economies,High income,2031,2.41171E+12,47523489,67.98296811,72.69204845,NA,16.22829459,NA,40826273675,NA,NA,859.075681,1.692836569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP,724,Spain,Europe,Developed economies,High income,2032,2.4434E+12,47433522,67.51805821,72.16090313,NA,16.38272912,NA,41246322516,NA,NA,869.560614,1.688069845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP,724,Spain,Europe,Developed economies,High income,2033,2.47509E+12,47344056,67.05314831,71.6297578,NA,16.53716366,NA,41655157658,NA,NA,879.8392275,1.682972134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP,724,Spain,Europe,Developed economies,High income,2034,2.50679E+12,47252139,66.58823842,71.09861248,NA,16.69159819,NA,42053078464,NA,NA,889.9719537,1.677567934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP,724,Spain,Europe,Developed economies,High income,2035,2.53848E+12,47154196,66.12332852,70.56746715,NA,16.84603273,NA,42440376306,NA,NA,900.0339292,1.671880202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP,724,Spain,Europe,Developed economies,High income,2036,2.57018E+12,47049469,65.65841862,70.03632183,NA,17.00046726,NA,42817334775,NA,NA,910.049267,1.665930461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP,724,Spain,Europe,Developed economies,High income,2037,2.60187E+12,46940809,65.19350873,69.50517651,NA,17.1549018,NA,43184229893,NA,NA,919.9719991,1.659738894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP,724,Spain,Europe,Developed economies,High income,2038,2.63356E+12,46830185,64.72859883,68.97403118,NA,17.30933633,NA,43541330314,NA,NA,929.7706237,1.653324434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP,724,Spain,Europe,Developed economies,High income,2039,2.66526E+12,46714654,64.26368893,68.44288586,NA,17.46377087,NA,43888897518,NA,NA,939.510277,1.646704841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP,724,Spain,Europe,Developed economies,High income,2040,2.69695E+12,46591674,63.79877904,67.91174054,NA,17.6182054,NA,44227186005,NA,NA,949.250847,1.639896786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,233,Estonia,Europe,Developed economies,High income,2000,5707000000,1396997,77.65957642,75.95628357,NA,19.68616147,NA,391247470,NA,NA,280.0632142,6.855571579,2073,259,50,4,3,164,4,30,22,258,365,599,575,1483.897245,185.397678,35.79105753,2.863284603,2.147463452,117.3946687,2.863284603,21.47463452,15.74806531,184.6818569,261.27472,428.7768692,411.5971616,2.1,1.8,2.4,0.5,1.3,0.8,NA,NA,99.6,64,111,47,12.3,9.7,11,9.8,8.8,7.7,140,81,59,91.72745514,NA,NA,NA,NA,NA,NA,94.82161713,91.97961426,93,NA,NA,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,16.1,18.8,46,NA,NA,NA,1811,NA,717,1076,1793,34,NA,35,33,34
EST,233,Estonia,Europe,Developed economies,High income,2001,6265000000,1388171,76.92502594,74.73489761,NA,19.23470511,NA,539289130,NA,NA,388.4889758,8.607966959,2188,274,49,3,3,177,4,45,21,271,397,626,591,1576.174693,197.3820228,35.29824496,2.161117038,2.161117038,127.5059053,2.881489384,32.41675557,15.12781927,195.2209058,285.9878214,450.9530886,425.7400565,2,1.7,2.2,0.5,1.2,0.7,NA,NA,99.6,59,103,44,11.3,8.9,10.1,9,8.1,7.1,129,74,55,92.04930115,NA,NA,NA,NA,NA,NA,94.90557098,91.85068512,94,NA,NA,NA,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4,16.8,19.3,46,NA,NA,NA,1811,NA,717,1076,1793,34,NA,35,33,34
EST,233,Estonia,Europe,Developed economies,High income,2002,7393000000,1379435,76.19047546,73.51351166,NA,19.62860403,NA,288728060,NA,NA,209.3089272,3.905424861,2654,340,64,3,3,218,7,46,27,324,482,723,757,1923.976121,246.4777246,46.39580698,2.174803452,2.174803452,158.0357175,5.074541388,33.34698627,19.57323107,234.8787728,349.4184213,524.127632,548.7754044,1.9,1.6,2.1,0.5,1.2,0.7,NA,NA,99.6,55,95,40,10.3,8.2,9.3,8.2,7.4,6.5,118,67,51,92.37476349,NA,NA,NA,NA,NA,NA,94.98951721,91.71863556,94,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,17.4,19.8,46,NA,NA,NA,1811,NA,717,1076,1793,34,NA,35,33,34
EST,233,Estonia,Europe,Developed economies,High income,2003,9894000000,1370850,80.95237732,80,NA,19.82401846,NA,927999380,NA,NA,676.9518036,9.379415605,3466,443,85,6,6,270,7,71,37,423,620,965,976,2528.358318,323.1571653,62.00532516,4.376846482,4.376846482,196.9580917,5.106320896,51.79268337,26.99055331,308.567677,452.2741365,703.9428092,711.9670278,1.8,1.6,2,0.5,1.1,0.6,NA,NA,99.5,50,88,38,9.5,7.5,8.5,7.5,6.8,5.9,110,63,47,92.70370483,NA,NA,NA,NA,NA,NA,95.03620148,91.54698181,94,NA,NA,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,18,20.4,46,NA,NA,NA,1811,NA,717,1076,1793,34,NA,35,33,34
EST,233,Estonia,Europe,Developed economies,High income,2004,12161000000,1362676,82.75862122,80.09950256,NA,20.22819089,NA,957117520,NA,NA,702.3808447,7.870385001,4142,470,90,4,3,277,8,85,34,513,749,1216,1163,3039.607361,344.909575,66.04651436,2.935400638,2.201550479,203.2764942,5.870801276,62.37726356,24.95090542,376.4651318,549.6537695,892.361794,853.4677355,1.7,1.5,1.9,0.5,1.1,0.6,NA,NA,99.8,47,83,36,8.6,6.9,7.8,6.8,6.2,5.5,104,59,45,93.03630829,NA,NA,NA,NA,NA,NA,95.15222931,91.44165039,94,NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8,18.6,20.9,46,NA,NA,NA,1811,NA,717,1076,1793,34,NA,35,33,34
EST,233,Estonia,Europe,Developed economies,High income,2005,14129000000,1354848,80.97560883,78.4313736,NA,19.09665573,NA,2799174810,NA,NA,2066.043431,19.81155644,4758,574,81,8,4,366,8,131,25,581,832,1356,1365,3511.833062,423.6637615,59.78530433,5.904721415,2.952360708,270.1410047,5.904721415,96.68981317,18.45225442,428.8303928,614.0910272,1000.85028,1007.493091,1.6,1.4,1.9,0.5,1.1,0.6,NA,NA,99.7,46,80,34,7.9,6.3,7.1,6.2,5.6,5,99,56,43,93.372612,NA,NA,NA,NA,NA,NA,95.26852417,91.3348999,96,NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,19.1,21.4,46,NA,NA,NA,1811,NA,717,1076,1793,34,NA,35,33,34
EST,233,Estonia,Europe,Developed economies,High income,2006,17049000000,1346880,81.46341705,83.9024353,NA,19.95599051,NA,1334410020,NA,NA,990.7415805,7.826910787,5697,737,105,20,5,477,10,135,2,734,998,1569,1641,4229.775481,547.1905441,77.95794726,14.84913281,3.712283203,354.1518175,7.424566405,100.2316465,1.484913281,544.9631742,740.9717273,1164.914469,1218.371347,1.6,1.4,1.8,0.5,1.1,0.6,NA,NA,99.7,43,75,32,7.2,5.8,6.5,5.7,5.1,4.6,93,53,40,93.71248627,NA,NA,NA,NA,NA,NA,95.38509369,91.22660065,95,NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,19.7,21.8,46,NA,NA,NA,1811,NA,717,1076,1793,34,NA,35,33,34
EST,233,Estonia,Europe,Developed economies,High income,2007,22478000000,1340705,78.64077759,82.03883362,NA,20.26080341,NA,2311211850,NA,NA,1723.877997,10.28210628,7583,981,180,52,5,560,12,192,130,990,1289,2028,2145,5655.979503,731.7045883,134.2577226,38.78556431,3.729381184,417.6906926,8.950514841,143.2082375,96.96391078,738.4174744,961.4344692,1512.637008,1599.904528,1.5,1.4,1.7,0.5,1.1,0.6,NA,NA,99.7,41,72,31,6.5,5.3,5.9,5.2,4.7,4.2,89,50,39,94.05609131,NA,NA,NA,NA,NA,NA,95.50193024,91.11685944,95,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,20.1,22.3,46,NA,NA,NA,1811,NA,717,1076,1793,34,NA,35,33,34
EST,233,Estonia,Europe,Developed economies,High income,2008,24434000000,1337074,80.09708405,84.46601868,NA,19.38705772,NA,1829684210,NA,NA,1368.424044,7.488271302,9642,1202,185,84,6,686,13,263,141,1283,1585,2754,2642,7211.268785,898.9779175,138.3618259,62.82374798,4.48741057,513.0606085,9.722722901,196.6981633,105.4541484,959.5579601,1185.424292,2059.721451,1975.956454,1.5,1.3,1.7,0.5,1.1,0.6,NA,NA,99.7,39,68,29,6,4.8,5.4,4.7,4.3,3.8,84,47,37,94.4034729,NA,NA,NA,NA,NA,NA,95.61903381,91.00569153,95,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4,20.6,22.6,46,NA,NA,NA,1811,NA,717,1076,1793,34,NA,35,33,34
EST,233,Estonia,Europe,Developed economies,High income,2009,19694000000,1334528,80.38277435,78.94736481,NA,21.71767825,NA,1839440830,NA,NA,1378.345625,9.340107799,9038,1237,245,65,2,542,8,152,9,1168,1383,2960,2504,6772.431901,926.9194801,183.5855074,48.7063591,1.498657203,406.1361021,5.994628813,113.8979474,6.743957414,875.2158066,1036.321456,2218.012661,1876.318818,1.4,1.2,1.6,0.5,1.1,0.6,NA,NA,99.7,35,62,27,5.5,4.4,5,4.3,3.9,3.5,78,44,34,94.75463104,NA,NA,NA,NA,NA,NA,95.73640442,90.89308167,95,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,21,23,46,NA,NA,NA,1811,NA,717,1076,1793,34,NA,35,33,34
EST,233,Estonia,Europe,Developed economies,High income,2010,19569000000,1331448,80.47618866,82.29665375,NA,20.18862598,NA,1508542150,NA,NA,1133.008687,7.708836169,7871,911,133,19,6,541,8,169,93,1108,1274,2696,2044,5911.609015,684.2174835,99.89124622,14.27017803,4.50637201,406.3245429,6.008496013,127.093199,69.84876616,832.1766979,956.8529901,2024.863157,1535.170731,1.4,1.2,1.5,0.4,1.1,0.6,NA,NA,99.8,31,56,25,5,4.1,4.6,3.9,3.6,3.2,72,41,31,95.10948944,NA,NA,NA,NA,NA,NA,95.85404205,90.77888489,94,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,21.3,23.4,46,NA,NA,NA,1811,NA,717,1076,1793,34,NA,35,33,34
EST,233,Estonia,Europe,Developed economies,High income,2011,23300000000,1327358,80.56871796,81.5165863,NA,19.44611043,NA,1004599470,NA,NA,756.8413872,4.311585708,8688,1049,154,20,8,638,8,186,126,1215,1413,2842,2327,6545.332909,790.2916922,116.0199434,15.07390119,6.027010046,480.6540511,6.027010046,140.2884505,94.92540822,915.3521507,1064.520649,2141.095319,1753.106547,1.3,1.2,1.5,0.4,1,0.6,NA,NA,99.7,28,50,22,4.6,3.8,4.2,3.6,3.3,2.9,65,37,28,95.4681778,NA,NA,NA,NA,NA,NA,95.97194672,90.66323853,93,NA,NA,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4,21.7,23.7,46,NA,NA,NA,2177,NA,862,1294,2156,40,NA,41,38,39
EST,233,Estonia,Europe,Developed economies,High income,2012,23252000000,1322616,81.5165863,77.25118256,NA,20.16209938,NA,1564940230,NA,NA,1183.215862,6.730346766,9034,1061,152,21,9,633,8,203,152,1206,1411,2766,2474,6830.402778,802.1980681,114.9237572,15.87762434,6.804696148,478.5969624,6.048618798,153.483702,114.9237572,911.8292838,1066.82514,2091.309949,1870.535363,1.3,1.1,1.5,0.4,1,0.6,NA,NA,99.8,25,44,19,4.3,3.5,3.9,3.3,3,2.7,57,32,25,95.84224701,NA,NA,NA,NA,NA,NA,96.09011841,90.56993103,94,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,22,24,46,NA,NA,NA,2533,NA,1004,1507,2511,45,NA,47,44,45
EST,233,Estonia,Europe,Developed economies,High income,2013,25451000000,1317919,82.93838501,77.72512054,NA,20.23959321,NA,771063280,NA,NA,585.0612063,3.029599151,9651,1161,178,34.5,7,751,9,167,151,1315,1484,2922,2696,7322.908312,880.9342608,135.0614112,26.19737163,5.311403812,569.8377518,6.828947758,126.7149195,114.5745679,997.7851446,1126.017608,2217.131705,2045.649239,1.3,1.1,1.4,0.4,1,0.5,NA,NA,99.7,22,39,17,4,3.2,3.6,3.1,2.8,2.5,51,29,22,96.22813416,NA,NA,NA,NA,NA,NA,96.2085495,90.50190735,94,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9,22.3,24.3,46,NA,NA,NA,2715,NA,1076,1615,2691,47,NA,50,46,47
EST,233,Estonia,Europe,Developed economies,High income,2014,27063000000,1314452,87.9807663,80.28845978,NA,20.70468899,NA,553290220,NA,NA,420.9284325,2.044452648,10058,1228,136,48,10,793,10,182,137,1413,1471,3064,2795,7651.857961,934.2296257,103.4651703,36.51711892,7.607733109,603.2932355,7.607733109,138.4607426,104.2259436,1074.972688,1119.09754,2331.009424,2126.361404,1.3,1.1,1.4,0.4,0.9,0.5,1.5,1.1,99.7,20,36,16,3.7,3,3.4,2.9,2.6,2.4,47,27,20,96.61296082,NA,NA,NA,NA,NA,NA,96.32723999,90.43593597,93,NA,NA,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,22.7,24.6,46,NA,NA,NA,3024,NA,1199,1799,2998,52,NA,54,50,52
